id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,qNone_PassEndY,qNone_Length,qNone_PassEndX,qNone_Angle,qNone_Zone,qNone_Longball,qNone_Defensive,qNone_OppositeRelatedEvent,qNone_Offensive,qNone_Chipped,qNone_LeftFoot,qNone_Cross,qNone_Head,qNone_MissLeft,qNone_MissRight,qNone_CornerTaken,qNone_RightFoot,qNone_ThrowIn,qNone_OverRun,qNone_LayOff,qNone_GoalKick,qNone_PlayerCaughtOffside,qNone_FreekickTaken,qNone_IndirectFreekickTaken,qNone_Foul,qNone_HeadPass,qNone_MissHigh,qNone_StandingSave,qNone_IntentionalAssist,qNone_ShotAssist,qNone_BigChanceCreated,qNone_KeyPass,qNone_GoalMouthY,qNone_BoxCentre,qNone_FirstTouch,qNone_FromCorner,qNone_BigChance,qNone_RelatedEventId,qNone_Assisted,qNone_GoalMouthZ,qNone_KeeperThrow,qNone_SmallBoxCentre,qNone_RegularPlay,qNone_Blocked,qNone_BlockedY,qNone_BlockedX,qNone_LowRight,qNone_OutfielderBlock,qNone_GoalDisallowed,qNone_LeadingToAttempt,qNone_OutOfBoxCentre,qNone_IndividualPlay,qNone_HighClaim,qNone_LowLeft,qNone_LowCentre,qNone_Volley,qNone_Throughball,qNone_IntentionalGoalAssist,qNone_BlockedCross,qNone_LeadingToGoal,qNone_FastBreak,qNone_BoxLeft,qNone_Yellow,qNone_HighCentre,qNone_SetPiece,qNone_ParriedSafe,qNone_Hands,qNone_KeeperSaveInTheBox,qNone_PlayerPosition,qNone_JerseyNumber,qNone_FormationSlot,qNone_InvolvedPlayers,qNone_TeamPlayerFormation,qNone_CaptainPlayerId,qNone_TeamFormation,qNone_DivingSave,qNone_HighRight,qNone_DirectFreekick,qNone_BoxRight,qNone_Collected
2835705315.00,95,15,56.00,161,51.10,76.10,15,FirstHalf,Tackle,Unsuccessful,"[91, 142]",True,397585.00,,,,,,,,,,,,,,,,Center,,1.00,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705311.00,164,15,58.00,167,53.90,12.50,15,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 36, 37, 216, 218]",True,343382.00,54.20,16.10,,,,,,,,,,16.1,2.5,54.2,1.44,Right,,,96,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705361.00,96,15,58.00,161,43.50,83.00,15,FirstHalf,BlockedPass,Successful,"[91, 60]",True,403693.00,,,,,,,,,,,,,,,,Back,,1.00,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705441.00,166,16,5.00,167,46.70,0.00,16,FirstHalf,Pass,Successful,"[91, 212, 35, 37, 215]",True,444791.00,29.70,10.00,,,,,,,,,,10.0,19.6,29.7,2.71,Back,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705467.00,167,16,8.00,167,30.20,17.90,16,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 215, 218]",True,101374.00,29.10,53.30,,,,,,,,,,53.3,24.1,29.1,1.62,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705553.00,168,16,10.00,167,29.10,53.30,16,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 37, 216, 218]",True,313171.00,41.80,78.60,,,,,,,,,,78.6,21.8,41.8,0.91,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705581.00,169,16,15.00,167,55.20,79.40,16,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 216, 218]",True,355401.00,43.60,66.00,,,,,,,,,,66.0,15.2,43.6,3.78,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705659.00,170,16,18.00,167,42.30,64.90,16,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 216, 218]",True,313171.00,47.50,47.50,,,,,,,,,,47.5,13.0,47.5,5.14,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705689.00,171,16,23.00,167,49.40,47.30,16,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 38, 216, 218]",True,444791.00,53.50,9.90,,,,,,,,,,9.9,25.8,53.5,4.88,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705711.00,172,16,26.00,167,58.60,7.80,16,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,101374.00,69.20,4.30,,,,,,,,,,4.3,11.4,69.2,6.07,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705729.00,173,16,28.00,167,65.40,6.50,16,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 216, 218]",True,430709.00,46.40,13.00,,,,,,,,,,13.0,20.4,46.4,2.92,Back,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705791.00,174,16,29.00,167,46.40,13.00,16,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 216, 218]",True,101374.00,39.40,22.70,,,,,,,,,,22.7,9.9,39.4,2.41,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705869.00,175,16,34.00,167,37.90,39.00,16,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 215, 218]",True,444791.00,32.10,51.20,,,,,,,,,,51.2,10.3,32.1,2.20,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705921.00,176,16,38.00,167,33.20,47.60,16,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 216, 218]",True,313171.00,39.20,34.90,,,,,,,,,,34.9,10.7,39.2,5.34,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705959.00,177,16,42.00,167,43.20,31.20,16,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 37, 216, 218]",True,444791.00,49.10,37.50,,,,,,,,,,37.5,7.5,49.1,0.61,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835705961.00,178,16,44.00,167,49.10,37.50,16,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 216, 218]",True,315227.00,41.00,43.60,,,,,,,,,,43.6,9.5,41.0,2.69,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706075.00,179,16,50.00,167,59.50,50.10,16,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 35, 38, 216, 218]",True,422939.00,57.50,20.90,,,,,,,,,,20.9,20.0,57.5,4.61,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706193.00,180,16,53.00,167,60.60,20.50,16,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,101374.00,71.90,3.50,,,,,,,,,,3.5,16.6,71.9,5.51,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706233.00,181,17,0.00,167,91.10,15.40,17,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,430709.00,87.80,26.30,,,,,,,,,,26.3,8.2,87.8,2.01,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706245.00,182,17,4.00,167,97.30,30.90,17,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 35, 37, 217, 218]",True,444791.00,96.20,43.90,,,,,,,,,,43.9,8.9,96.2,1.70,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706255.00,99,17,4.00,161,4.90,57.90,17,FirstHalf,Clearance,Successful,"[91, 94, 95, 215]",True,402810.00,0.00,64.00,,,,,,,,,,64.0,7.0,0.0,2.51,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706259.00,100,17,5.00,161,4.40,59.90,17,FirstHalf,CornerAwarded,Unsuccessful,[122],False,402810.00,,,,,,,,,,,,,,,,Back,,,183,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706269.00,183,17,5.00,167,98.80,39.20,17,FirstHalf,CornerAwarded,Successful,[122],False,444791.00,,,,,,,,,,,,,,,,Center,,,100,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706699.00,185,17,29.00,167,99.50,0.50,17,FirstHalf,Pass,Unsuccessful,"[91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218]",True,136741.00,96.10,40.00,,,,,,,,,,40.0,27.1,96.1,1.70,Center,,,,,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706721.00,102,17,31.00,161,3.80,59.50,17,FirstHalf,Clearance,Successful,"[91, 94, 95, 57, 215]",True,415341.00,18.20,45.00,,,,,,,,,,45.0,18.1,18.2,5.71,Back,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706771.00,186,17,32.00,167,80.30,52.60,17,FirstHalf,Aerial,Successful,"[197, 199]",False,355401.00,,,,,,,,,,,,,,,,Center,,,107,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707977.00,107,17,32.00,161,19.70,47.40,17,FirstHalf,Aerial,Unsuccessful,"[198, 200]",False,320242.00,,,,,,,,,,,,,,,,Back,,1.00,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706839.00,187,17,32.00,167,81.60,54.80,17,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 139, 205, 35, 38, 217, 218]",True,355401.00,69.40,37.20,,,,,,,,,,37.2,17.5,69.4,3.89,Center,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706861.00,188,17,38.00,167,69.70,33.80,17,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,444791.00,79.90,8.60,,,,,,,,,,8.6,20.2,79.9,5.27,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706897.00,189,17,40.00,167,80.40,7.30,17,FirstHalf,Pass,Successful,"[91, 119, 123, 138, 124, 125, 203, 39, 41, 36, 37, 217, 218]",True,136741.00,92.30,50.70,,,,,,,,,,50.7,32.0,92.3,1.17,Center,1.00,,,,1.00,1.00,1.00,,,,,,,,,,,,,,,,,1.00,13,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706925.00,190,17,42.00,167,90.70,49.60,17,FirstHalf,Aerial,Successful,"[197, 199]",False,315227.00,,,,,,,,,,,,,,,,Center,,,103,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706965.00,103,17,42.00,161,9.30,50.40,17,FirstHalf,Aerial,Unsuccessful,"[198, 200]",False,431283.00,,,,,,,,,,,,,,,,Back,,1.00,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835706931.00,191,17,43.00,167,92.30,50.70,17,FirstHalf,MissedShots,Successful,"[91, 7, 90, 10, 201, 1, 5, 14]",True,315227.00,,,189.00,136741.00,26.40,32.60,True,,,,,,,,,Center,,,,,,,,1.00,,1.00,,,,,,,,,,,,,,1.00,,,,32.6,1.00,1.00,1.00,1.00,189,1.00,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707505.00,105,18,12.00,161,4.10,50.50,18,FirstHalf,Pass,Unsuccessful,"[91, 120, 128, 36, 38, 216, 218]",True,122714.00,63.40,50.30,,,,,,,,,,50.3,62.3,63.4,6.28,Center,1.00,,,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835939619.00,944,18,15.00,167,38.80,52.70,18,FirstHalf,Aerial,Successful,"[197, 200]",False,313171.00,,,,,,,,,,,,,,,,Back,,1.00,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835939613.00,764,18,15.00,161,61.20,47.30,18,FirstHalf,Aerial,Unsuccessful,"[198, 199]",False,377411.00,,,,,,,,,,,,,,,,Center,,,944,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835939675.00,945,18,15.00,167,38.80,52.70,18,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 139, 36, 38, 216, 218]",True,313171.00,53.00,52.20,,,,,,,,,,52.2,14.9,53.0,6.26,Center,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835939785.00,765,18,19.00,161,46.40,53.30,18,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 124, 36, 37, 216, 218]",True,397585.00,52.60,87.00,,,,,,,,,,87.0,23.8,52.6,1.29,Left,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835939857.00,766,18,23.00,161,52.60,87.00,18,FirstHalf,Pass,Unsuccessful,"[91, 120, 124, 128, 36, 38, 217, 218]",True,415341.00,87.50,70.30,,,,,,,,,,70.3,38.4,87.5,5.98,Center,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835940377.00,946,18,26.00,167,12.50,29.70,18,FirstHalf,KeeperSweeper,Successful,[],False,404852.00,,,,,,,,,,,,,,,,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707707.00,193,18,26.00,167,12.40,31.90,18,FirstHalf,KeeperPickup,Successful,[93],False,404852.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707793.00,194,18,29.00,167,13.30,40.00,18,FirstHalf,Pass,Successful,"[91, 36, 37, 215, 218]",True,404852.00,24.90,53.50,,,,,,,,,,53.5,15.3,24.9,0.65,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707843.00,195,18,31.00,167,25.50,53.80,18,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 215, 218]",True,136741.00,21.50,42.30,,,,,,,,,,42.3,8.9,21.5,4.22,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707923.00,196,18,33.00,167,25.20,36.20,18,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 215, 218]",True,422939.00,31.80,8.90,,,,,,,,,,8.9,19.8,31.8,5.07,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835707975.00,197,18,38.00,167,52.30,7.60,18,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 38, 216, 218]",True,444791.00,63.70,3.70,,,,,,,,,,3.7,12.3,63.7,6.07,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708009.00,198,18,41.00,167,61.40,3.90,18,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 35, 37, 216, 218]",True,430709.00,52.70,10.50,,,,,,,,,,10.5,10.2,52.7,2.68,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708089.00,199,18,43.00,167,52.70,10.50,18,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 37, 216, 218]",True,444791.00,41.10,34.10,,,,,,,,,,34.1,20.1,41.1,2.22,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708133.00,200,18,47.00,167,47.00,52.20,18,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 37, 216, 218]",True,101374.00,55.40,74.30,,,,,,,,,,74.3,17.4,55.4,1.04,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708195.00,201,18,49.00,167,56.70,76.40,18,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 37, 216, 218]",True,355401.00,66.10,96.00,,,,,,,,,,96.0,16.6,66.1,0.93,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708273.00,202,18,53.00,167,71.70,91.60,18,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,388098.00,93.10,78.90,,,,,,,,,,78.9,24.1,93.1,5.92,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708307.00,203,18,58.00,167,96.80,77.70,18,FirstHalf,Pass,Successful,"[91, 119, 123, 138, 124, 125, 203, 40, 41, 35, 38, 217, 218]",True,136741.00,94.80,43.40,,,,,,,,,,43.4,23.4,94.8,4.62,Center,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,,,,1.00,13,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708311.00,204,18,59.00,167,95.50,45.80,18,FirstHalf,MissedShots,Successful,"[91, 7, 90, 10, 201, 0, 3, 14]",True,315227.00,,,203.00,136741.00,69.40,44.50,True,,,,,,,,,Center,,,,,,,,1.00,,,,,,,,,,,,,,1.00,,1.00,,,,44.5,,1.00,,1.00,203,1.00,69.4,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835719877.00,11113,19,,161,62.40,20.90,19,FirstHalf,OffsideGiven,Unsuccessful,[61],False,377411.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708671.00,108,19,27.00,161,3.90,50.70,19,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 37, 215, 218]",True,122714.00,6.90,74.10,,,,,,,,,,74.1,16.2,6.9,1.38,Back,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708679.00,109,19,29.00,161,8.10,73.60,19,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 215, 218]",True,431283.00,18.90,56.40,,,,,,,,,,56.4,16.3,18.9,5.48,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708699.00,110,19,30.00,161,15.00,60.50,19,FirstHalf,Pass,Successful,"[91, 117, 30, 35, 38, 215, 218]",True,397585.00,3.30,48.70,,,,,,,,,,48.7,14.7,3.3,3.72,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708745.00,111,19,32.00,161,3.50,50.60,19,FirstHalf,Pass,Successful,"[91, 117, 124, 127, 36, 38, 215, 218]",True,122714.00,30.80,7.40,,,,,,,,,,7.4,41.0,30.8,5.49,Back,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708795.00,112,19,34.00,161,30.50,5.60,19,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,94042.00,55.20,9.20,,,,,,,,,,9.2,26.1,55.2,0.09,Right,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708877.00,113,19,37.00,161,57.40,9.60,19,FirstHalf,OffsidePass,Successful,"[91, 216]",True,368547.00,62.40,20.90,,,,,,,,,,20.9,,62.4,,Right,,,,,,,,,,,,,,,,,377411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835708825.00,206,19,37.00,167,40.70,84.60,19,FirstHalf,OffsideProvoked,Successful,[62],False,313171.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709089.00,207,19,50.00,167,32.60,85.00,19,FirstHalf,Pass,Successful,"[91, 117, 30, 132, 35, 38, 215, 218]",True,355401.00,32.50,68.90,,,,,,,,,,68.9,10.9,32.5,4.70,Back,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835942929.00,947,19,51.00,167,34.50,70.60,19,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 38, 216, 218]",True,422939.00,41.60,63.40,,,,,,,,,,63.4,8.9,41.6,5.70,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835710737.00,232,20,0.00,167,54.00,66.80,20,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 35, 37, 216, 218]",True,343382.00,51.80,88.70,,,,,,,,,,88.7,15.1,51.8,1.72,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709121.00,209,20,1.00,167,52.80,83.60,20,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 37, 216, 218]",True,355401.00,63.20,92.40,,,,,,,,,,92.4,12.5,63.2,0.50,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709131.00,210,20,1.00,167,60.50,85.70,20,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 35, 38, 216, 218]",True,136741.00,53.10,81.60,,,,,,,,,,81.6,8.3,53.1,3.49,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709153.00,211,20,2.00,167,45.50,78.70,20,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 36, 38, 216, 218]",True,355401.00,53.40,66.40,,,,,,,,,,66.4,11.8,53.4,5.49,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709163.00,212,20,4.00,167,53.40,66.40,20,FirstHalf,Pass,Successful,"[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,422939.00,67.50,72.70,,,,,,,,,,72.7,15.4,67.5,0.28,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709169.00,213,20,5.00,167,64.90,74.40,20,FirstHalf,Dispossessed,Successful,"[91, 70]",True,136741.00,,,,,,,,,,,,,,,,Center,,,115,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709187.00,115,20,5.00,161,35.10,25.60,20,FirstHalf,Tackle,Successful,"[91, 143]",True,94042.00,,,,,,,,,,,,,,,,Back,,1.00,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709189.00,116,20,7.00,161,40.60,26.40,20,FirstHalf,BallRecovery,Successful,[93],False,377411.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709199.00,117,20,7.00,161,40.80,27.90,20,FirstHalf,Pass,Successful,"[91, 117, 30, 36, 37, 216, 218]",True,377411.00,43.60,52.80,,,,,,,,,,52.8,17.2,43.6,1.40,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835709219.00,118,20,8.00,161,46.50,54.50,20,FirstHalf,Pass,Unsuccessful,"[91, 120, 29, 36, 37, 216, 218]",True,403693.00,59.10,84.80,,,,,,,,,,84.8,24.5,59.1,1.00,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
